20	20	20	20	20	20	20	20
18.9	18.4	17.8	17.3	16.5	15.7	13.8	12
17.9	16.3	15.5	14.4	12.8	11.3	7.6	4.2
17.1	14.5	13.4	12.3	9.8	7.6	2.5	-2.2
16.6	13.5	12.6	11.1	8.3	5.8	-0.1	-5.6
17	14.1	12.7	11.3	8.6	6	-0.1	-5.9
16.6	15.1	13.5	12.3	9.9	7.4	1.6	-3.9
17.8	16	14.9	13.8	11.6	9.7	4.6	-0.5
18.4	17.1	16.3	15.5	13.9	12.3	8.4	4.3
18.9	18.4	17.9	17.5	16.6	15.8	13.4	10.8
20	20	20	20	20	20	20	20
21.1	22.1	22.5	23.1	24.2	25.5	28.9	33.1
22.1	24.3	25.3	26.6	29.2	31.9	40	44
22.9	26.2	27.7	29.6	33.4	37.4	44	44
23.4	26.8	28.9	30.8	34.8	39.3	44	44
23.2	26.5	28.3	30	33.8	37.8	44	44
23.4	24.9	27.1	28.3	31.4	34.7	43.3	44
22.2	24.4	25.5	26.6	28.8	31.3	37.3	44
21.6	22.9	23.7	24.5	26.1	27.7	31.6	35.7
21.1	21.6	22.1	22.4	23.2	23.9	25.9	27.8
20	20	20	20	20	20	20	20
