11.7	7.7	5.8	3.9	0.4	-2.8	-10.2	-16.8
12.3	8.6	6.8	5.2	1.9	-1	-8	-14.2
13.1	10.5	9	7.6	5.3	2.8	-2.8	-8.1
13.9	12.3	11.5	10.7	8.9	7.2	3.1	-0.7
14.9	14.4	13.8	13.3	12.4	11.5	9.4	8.5
16	16	16	16	16	16	16	16
17.1	18.1	18.4	18.9	19.9	20.9	23.5	23.5
18.1	20	21	22.1	24.3	26.6	32.7	32.7
18.9	22.2	24.1	25.9	29.6	33.7	44	44
20.3	24.9	27.1	29.8	35.1	41.2	44	44
20.7	25.9	28.7	31.6	37.9	44	44	44
20	24.6	27.1	29.6	35	40.9	44	44
18.9	22.2	24	25.8	29.4	33.4	44	44
18.1	20	21	22.1	24.2	26.5	32.8	40.1
17.1	18.1	18.3	18.8	19.8	20.8	23.5	26.5
16	16	16	16	16	16	16	16
14.9	14.4	13.7	13.3	12.4	11.5	9.4	7.2
13.9	12.3	11.5	10.4	8.8	7.2	3.1	-0.8
13.1	10.2	9	7.6	5.1	2.8	-3	-8.2
12	8.6	6.8	5.2	1.9	-1.2	-8.1	-14.3
11.7	7.7	5.8	3.9	0.4	-2.8	-10.2	-16.8
